t,loss,phase,noise
0.95,22.142667770385746,NF1,0.0
0.95,22.103260040283203,NF2,0.0
0.0,22.22032165527344,NF1,0.5
0.0,22.112524032592773,NF2,0.5
0.0499999999999999,22.159048080444336,NF1,0.5
0.0499999999999999,22.33317375183105,NF2,0.5
0.0999999999999999,22.61300468444824,NF1,0.5
0.0999999999999999,22.63551902770996,NF2,0.5
0.15,23.91164779663086,NF1,0.5
0.15,23.040292739868164,NF2,0.5
0.1999999999999999,25.37586784362793,NF1,0.5
0.1999999999999999,23.427446365356445,NF2,0.5
0.2499999999999999,25.11747360229492,NF1,0.5
0.2499999999999999,24.231409072875977,NF2,0.5
0.3,26.83152198791504,NF1,0.5
0.3,27.611474990844727,NF2,0.5
0.35,29.58921813964844,NF1,0.5
0.35,29.199481964111328,NF2,0.5
0.3999999999999999,29.17341423034668,NF1,0.5
0.3999999999999999,26.60090446472168,NF2,0.5
0.4499999999999999,26.233198165893555,NF1,0.5
0.4499999999999999,25.907398223876957,NF2,0.5
0.4999999999999999,25.38872718811035,NF1,0.5
0.4999999999999999,26.90378189086914,NF2,0.5
0.5499999999999999,26.585418701171875,NF1,0.5
0.5499999999999999,25.70648956298828,NF2,0.5
0.6,26.321044921875,NF1,0.5
0.6,25.186325073242188,NF2,0.5
0.6499999999999999,25.10698127746582,NF1,0.5
0.6499999999999999,27.01209259033203,NF2,0.5
0.7,24.0028076171875,NF1,0.5
0.7,26.37621307373047,NF2,0.5
0.7499999999999999,25.9614372253418,NF1,0.5
0.7499999999999999,24.929473876953125,NF2,0.5
0.7999999999999999,24.004453659057617,NF1,0.5
0.7999999999999999,23.287006378173828,NF2,0.5
0.85,22.986557006835938,NF1,0.5
0.85,22.86526298522949,NF2,0.5
0.8999999999999999,22.314727783203125,NF1,0.5
0.8999999999999999,22.274581909179688,NF2,0.5
0.95,22.209909439086918,NF1,0.5
0.95,22.14131164550781,NF2,0.5
0.0,22.20432472229004,NF1,0.0
0.0,22.13529586791992,NF2,0.0
0.0499999999999999,22.2091007232666,NF1,0.0
0.0499999999999999,22.10561180114746,NF2,0.0
0.0999999999999999,22.1865177154541,NF1,0.0
0.0999999999999999,22.159862518310547,NF2,0.0
0.15,22.241884231567383,NF1,0.0
0.15,22.18498992919922,NF2,0.0
0.1999999999999999,22.1053466796875,NF1,0.0
0.1999999999999999,22.13761329650879,NF2,0.0
0.2499999999999999,22.17717742919922,NF1,0.0
0.2499999999999999,22.196386337280277,NF2,0.0
0.3,22.169771194458008,NF1,0.0
0.3,22.123441696166992,NF2,0.0
0.35,22.2573184967041,NF1,0.0
0.35,22.085155487060547,NF2,0.0
0.3999999999999999,22.152576446533203,NF1,0.0
0.3999999999999999,22.167940139770508,NF2,0.0
0.4499999999999999,22.225261688232425,NF1,0.0
0.4499999999999999,22.233308792114254,NF2,0.0
0.4999999999999999,22.188663482666016,NF1,0.0
0.4999999999999999,22.19397354125977,NF2,0.0
0.5499999999999999,22.212669372558597,NF1,0.0
0.5499999999999999,22.130964279174805,NF2,0.0
0.6,22.248506546020508,NF1,0.0
0.6,22.121057510375977,NF2,0.0
0.6499999999999999,22.11896324157715,NF1,0.0
0.6499999999999999,22.15868186950684,NF2,0.0
0.7,22.16471099853516,NF1,0.0
0.7,22.146312713623047,NF2,0.0
0.7499999999999999,22.230438232421875,NF1,0.0
0.7499999999999999,22.149843215942383,NF2,0.0
0.7999999999999999,22.23458480834961,NF1,0.0
0.7999999999999999,22.11827278137207,NF2,0.0
0.85,22.187397003173828,NF1,0.0
0.85,22.12677001953125,NF2,0.0
0.8999999999999999,22.174211502075195,NF1,0.0
0.8999999999999999,22.13064193725586,NF2,0.0
0.95,22.182422637939453,NF1,0.0
0.95,22.2031307220459,NF2,0.0
0.0,22.18824005126953,NF1,0.5
0.0,22.188251495361328,NF2,0.5
0.0499999999999999,22.30503845214844,NF1,0.5
0.0499999999999999,22.09271812438965,NF2,0.5
0.0999999999999999,22.50029182434082,NF1,0.5
0.0999999999999999,22.21993637084961,NF2,0.5
0.15,23.24105834960937,NF1,0.5
0.15,23.265146255493164,NF2,0.5
0.1999999999999999,23.391082763671875,NF1,0.5
0.1999999999999999,23.595844268798828,NF2,0.5
0.2499999999999999,24.44422721862793,NF1,0.5
0.2499999999999999,24.494367599487305,NF2,0.5
0.3,25.16933822631836,NF1,0.5
0.3,27.59771728515625,NF2,0.5
0.35,27.455615997314453,NF1,0.5
0.35,29.77798843383789,NF2,0.5
0.3999999999999999,25.144603729248047,NF1,0.5
0.3999999999999999,27.95026969909668,NF2,0.5
0.4499999999999999,25.733741760253903,NF1,0.5
0.4499999999999999,26.46107292175293,NF2,0.5
0.4999999999999999,26.01976203918457,NF1,0.5
0.4999999999999999,24.63205337524414,NF2,0.5
0.5499999999999999,27.081546783447266,NF1,0.5
0.5499999999999999,26.332019805908203,NF2,0.5
0.6,25.22165298461914,NF1,0.5
0.6,27.16848373413086,NF2,0.5
0.6499999999999999,26.88572883605957,NF1,0.5
0.6499999999999999,25.106948852539062,NF2,0.5
0.7,26.330820083618164,NF1,0.5
0.7,25.412569046020508,NF2,0.5
0.7499999999999999,23.47977828979492,NF1,0.5
0.7499999999999999,25.091930389404297,NF2,0.5
0.7999999999999999,23.37354278564453,NF1,0.5
0.7999999999999999,24.4738883972168,NF2,0.5
0.85,23.28895378112793,NF1,0.5
0.85,23.12552070617676,NF2,0.5
0.8999999999999999,22.324546813964844,NF1,0.5
0.8999999999999999,22.2133731842041,NF2,0.5
0.95,22.13546371459961,NF1,0.5
0.95,22.16895866394043,NF2,0.5
0.0,22.16813087463379,NF1,0.0
0.0,22.193857192993164,NF2,0.0
0.0499999999999999,22.161178588867188,NF1,0.0
0.0499999999999999,22.194580078125,NF2,0.0
0.0999999999999999,22.18210220336914,NF1,0.0
0.0999999999999999,22.16537475585937,NF2,0.0
0.15,22.234987258911133,NF1,0.0
0.15,22.0750675201416,NF2,0.0
0.1999999999999999,22.166967391967773,NF1,0.0
0.1999999999999999,22.08927726745605,NF2,0.0
0.2499999999999999,22.144317626953125,NF1,0.0
0.2499999999999999,22.19143295288086,NF2,0.0
